IATA,City,Country,Latitude,Longitude
\N,Cordele,United States,31.98880005,-83.77390289
\N,Ormond Beach,United States,29.30060005,-81.11360168
\N,Bad Neuenahr,Germany,50.557777,7.136389
\N,Bad Duerkheim,Germany,49.47305679,8.196389198
TTD,Troutdale,United States,45.54940033,-122.401001
HIO,Hillsboro,United States,45.540401,-122.949997
\N,New York,United States,40.71260071,-73.99960327
\N,Leverkusen,Germany,51.01527786,7.005556107
\N,Wershofen,Germany,50.451389,6.783333
KHT,Khost,Afghanistan,33.33340073,69.95200348
NMT,Naypyidaw,Burma,23.083,97.383003
\N,Bend,United States,44.09479904,-121.2009964
\N,Christmas Valley,United States,43.23649979,-120.6660004
BNO,Burns,United States,43.59189987,-118.9550018
PRZ,Prineville,United States,44.28699875,-120.9039993
RBL,Red Bluff,United States,40.15069962,-122.2519989
NOT,Novato,United States,38.14360046,-122.5559998
LKV,Lakeview,United States,42.16109848,-120.3990021
OTK,Tillamook,United States,45.41820145,-123.814003
ONO,Ontario,United States,44.02050018,-117.0139999
DLS,The Dalles,United States,45.61849976,-121.1669998
GAI,Gaithersburg,United States,39.16830063,-77.16600037
OAS,Sharona,Afghanistan,33.12575,68.838517
YTA,Pembroke,Canada,45.86439896,-77.25170135
TSB,Tsumeb,Namibia,-19.26189995,17.73250008
YSD,Suffield,Canada,50.26670074,-111.1829987
BNU,BLUMENAU,Brazil,-26.83060074,-49.09030151
\N,Stupino,Russia,54.785,37.645
\N,Charelvoix,United States,45.30479813,-85.27480316
\N,Mykines,Faroe Islands,62.10210037,-7.6459198
YCC,Cornwall,Canada,45.09280014,-74.56330109
\N,Bosschenhoofd,Netherlands,51.554699,4.5525
\N,St.Stephan,Switzerland,46.49739838,7.41257
IZA,Juiz de Fora,Brazil,-21.5130558,-43.17305756
\N,Brasov,Romania,45.686443,25.529058
\N,Flagler,United States,29.4674,-81.206299
MVL,Morrisville,United States,44.5345993,-72.61399841
RBD,Dallas,United States,32.68090057,-96.86820221
\N,Como,Italy,45.814701,9.06972
BXY,Baikonur,Kazakhstan,45.621994,63.210773
WST,Washington County,United States,41.34960175,-71.80339813
BID,Block Island,United States,41.16809845,-71.57779694
NME,Nightmute,United States,60.47100067,-164.701004
OOK,Toksook Bay,United States,60.54140091,-165.0870056
OBY,Ittoqqortoormiit,Greenland,70.48822882,-21.97167993
VIN,Vinnitsa,Ukraine,49.242531,28.613778
BGE,Bainbridge,United States,30.9715004,-84.63739777
ZGS,La Romaine,Canada,50.259701,-60.679401
ZKG,Kegaska,Canada,50.19580078,-61.26580048
YBI,Black Tickle,Canada,53.4693985,-55.78499985
\N,Silver Springs,United States,39.40299988,-119.2509995
WHP,Los Angeles,United States,34.25930023,-118.413002
MAE,Madera,United States,36.98860168,-120.1119995
YZZ,Trail,Canada,49.05559921,-117.6090012
\N,Patricia Bay,Canada,48.65389205,-123.4504509
YAB,Arctic Bay,Canada,73.00589225,-85.0325489
\N,Belmopan,Belize,61.41650009,-149.5070038
GSI,Grand-Santi,French Guiana,4.285833,-54.373056
MPY,Maripasoula,French Guiana,3.6575,-54.037201
LDX,Saint-Laurent-du-Maroni,French Guiana,5.48306,-54.034401
KJI,Burqin,China,48.2223,86.9959
CPB,Capurgana,Colombia,8.63333,-77.35
HMB,Sohag,Egypt,26.342778,31.742778
RVY,Rivera,Uruguay,-30.97459984,-55.4762001
POJ,Patos de Minas,Brazil,-18.67280006,-46.49119949
JTC,Bauru,Brazil,-22.16685914,-49.05028667
OIA,Ourilandia do Norte,Brazil,-6.763100147,-51.04990005
RDC,Redencao,Brazil,-8.033289909,-49.97990036
SXX,Sao Felix do Xingu,Brazil,-6.6413,-51.9523
BYO,Bointo,Brazil,-21.247299,-56.452499
SXO,Sao Felix do Araguaia,Brazil,-11.63239956,-50.6896019
CFC,Cacador,Brazil,-26.78840065,-50.93980026
CAF,Carauari,Brazil,-4.871520042,-66.89749908
\N,Porto Urucu,Brazil,-4.884220123,-65.35540009
ERN,Eirunepe,Brazil,-6.639530182,-69.87979889
CCI,Concordia,Brazil,-27.18059921,-52.05270004
FBE,Francisco Beltrao,Brazil,-26.05920029,-53.06349945
CFO,Confresa,Brazil,-10.63440037,-51.56359863
AAF,Apalachicola,United States,29.72750092,-85.02749634
UMU,Umuarama,Brazil,-23.79870033,-53.31380081
DTI,Diamantina,Brazil,-18.23200035,-43.65039825
FBA,Fonte Boa,Brazil,-2.53260994,-66.08319855
OLC,Sao Paulo de Olivenca,Brazil,-3.467929508,-68.92041206
HUW,Humaita,Brazil,-7.532120228,-63.07210159
IRZ,Santa Isabel do Rio Negro,Brazil,-0.3786,-64.9923
ORX,Oriximina,Brazil,-1.714079976,-55.83620071
UNA,Una,Brazil,-15.35519981,-38.99900055
TEF,Telfer,Australia,-21.71500015,122.2289963
GZP,Alanya,Turkey,36.299217,32.300598
OAA,Shank,Afghanistan,33.9225,69.07722222
\N,Douglas,United States,31.47669983,-82.86049652
FPR,Fort Pierce,United States,27.49510002,-80.36830139
\N,Taunton,United States,41.87440109,-71.01660156
PYM,Plymouth,United States,41.909,-70.728798
NCO,North Kingstown,United States,41.5970993,-71.41210175
OWD,Norwood,United States,42.19049835,-71.17289734
BAF,Westfield,United States,42.157799,-72.715599
\N,Willimantic,United States,41.74399948,-72.18029785
MGJ,Montgomery,United States,41.50999832,-74.26460266
HAR,Harrisburg,United States,40.21709824,-76.85150146
\N,Marshfield,United States,42.09830093,-70.67220306
DXR,Danbury,United States,41.37149811,-73.48220062
ASH,Nashua,United States,42.78170013,-71.51480103
LWM,Lawrence,United States,42.71720123,-71.12339783
OXC,Oxford,United States,41.47859955,-73.1352005
\N,Fitchburg,United States,42.55410004,-71.75900269
\N,Villa Rica,United States,33.75650024,-84.88469696
\N,Cartersville,United States,34.12310028,-84.84870148
\N,Centre,United States,34.089977,-85.610069
RMG,Rome,United States,34.3506012,-85.15799713
GAD,Gadsden,United States,33.972599,-86.088996
\N,Knoxville,United States,35.96390152,-83.87390137
WDR,Winder,United States,33.98289871,-83.66739655
\N,Sylvania,United States,32.64530182,-81.5970993
DNN,Dalton,United States,34.72290039,-84.87020111
\N,Carrollton,United States,33.63100052,-85.15200043
LGC,LaGrange,United States,33.0089,-85.072601
\N,Milledgeville,United States,33.154202,-83.240701
PIM,Pine Mountain,United States,32.84069824,-84.88240051
\N,Atlanta,United States,33.3572998,-84.57180023
GVL,Gainesville,United States,34.27259827,-83.8302002
PHD,New Philadelpha,United States,40.47090149,-81.41970062
\N,Darlington,United States,34.449401,-79.890098
HHH,Hilton Head Island,United States,32.22439957,-80.69750214
DNL,Augusta,United States,33.46649933,-82.03939819
MRN,Morganton,United States,35.820202,-81.611397
PVL,Pikeville,United States,37.5617981,-82.56639862
\N,Locust Grove,United States,33.36569977,-84.16519928
TOC,Toccoa,United States,34.59379959,-83.29579926
\N,Shaftesbury,United Kingdom,50.96720123,-2.153609991
PLV,Poltava,Ukraine,49.5685997,34.39720154
\N,Aweil,Sudan,8.767000198,27.39999962
WUU,Wau,Sudan,7.725830078,27.97500038
HUE,Humera,Ethiopia,14.25,36.58300018
OYL,Moyale,Kenya,3.46972,39.101398
OZG,Zagora,Morocco,30.32029915,-5.866670132
WYE,Yengema,Sierra Leone,8.610469818,-11.04539967
GBK,Gbangbatok,Sierra Leone,7.767000198,-12.38300037
THX,Turukhansk,Russia,65.79720306,87.93530273
TGP,Bor,Russia,61.589699,89.994003
AFW,Fort Worth,United States,32.98759842,-97.31880188
\N,East Troy,United States,42.79719925,-88.37259674
\N,Kolpashevo,Russia,58.32529831,82.93250275
\N,Kuwait,Kuwait,29.34670067,47.52080154
RMK,Renmark,Australia,-34.19639969,140.673996
LGH,Leigh Creek,Australia,-30.59830093,138.4259949
\N,Warburton Community,Australia,-26.12829971,126.5830002
\N,Cunderdin,Australia,-31.62220001,117.2170029
RTS,Rottnest Island,Australia,-32.006699,115.540001
FOS,Forrest,Australia,-30.83810043,128.1150055
\N,Ballarat,Australia,-37.51169968,143.7910004
KEW,Keewaywin,Canada,52.99110031,-92.83640289
YSP,Marathon,Canada,48.75529861,-86.3443985
YHF,Hearst,Canada,49.71419907,-83.68609619
YHN,Hornepayne,Canada,49.19309998,-84.7589035
YKX,Kirkland Lake,Canada,48.21030045,-79.98139954
YMG,Manitouwadge,Canada,49.08390045,-85.86060333
YXZ,Wawa,Canada,47.96670151,-84.78669739
YEM,Manitowaning,Canada,45.84280014,-81.85810089
\N,Slate Falls,Canada,51.13000107,-91.66560364
\N,Collingwood,Canada,44.44919968,-80.15830231
\N,Brantford,Canada,43.13140106,-80.34249878
LWC,Lawrence,United States,39.01119995,-95.21659851
\N,Wellington,United States,37.32360077,-97.38829803
PPM,Pompano Beach,United States,26.24710083,-80.11109924
XMC,Mallacoota,Australia,-37.59830093,149.7200012
ULH,Al-Ula,Saudi Arabia,26.48,38.12888889
\N,Alabaster,United States,33.17699814,-86.78279877
YUE,Yuendumu ,Australia,-22.25419998,131.7819977
\N,Carefree,United States,33.81809998,-111.8980026
LOP,Praya,Indonesia,-8.757322,116.276675
\N,One Hundred Mile House,Canada,51.64250183,-121.3069992
ZMH,108 Mile Ranch,Canada,51.73609924,-121.3330002
\N,Glasgow,United Kingdom,55.86138916,-4.296944141
\N,Yarram,Australia,-38.56669998,146.7550049
HDG,Handan,China,36.52583333,114.4255556
\N,Indianapolis,United States,39.93519974,-86.04499817
LOZ,London,United States,37.0821991,-84.0848999
FBG,Fredericksburg,United States,35.13180161,-78.93669891
WMI,Warsaw,Poland,52.451099,20.6518
JXA,Jixi,China,45.293,131.193
JDG,Seogwipo,South Korea,33.39960098,126.711998
YGM,Gimli,Canada,50.62810135,-97.04329681
\N,Matheson Island,Canada,51.73220062,-96.93440247
\N,Tura,Russia,64.33351135,100.4328918
EYK,Beloyarsky,Russia,63.686901,66.698601
RAC,Racine,United States,42.76060104,-87.81520081
RZP,Taytay,Philippines,10.81874,119.507697
\N,Gera,Germany,50.881668,12.135833
\N,Saint-Petersburg,Russia,60.198299,30.334999
\N,Arnhem,Netherlands,52.057201,5.92444
RKZ,Shigatse,China,29.3519,89.311401
\N,Redlands,United States,34.08530045,-117.1460037
\N,Riverside,United States,33.98970032,-117.4110031
TIW,Tacoma,United States,47.26789856,-122.5780029
\N,TELGTE,Germany,51.93222046,8.66166687
GUF,Gulf Shores,United States,30.29050064,-87.67179871
IBB,Isabela,Ecuador,-0.942628026,-90.95300293
\N,Balzers,Switzerland,47.0681,9.48111
\N,Punitz-Guessing,Austria,47.14653,16.316843
HMJ,Khmeinitskiy,Ukraine,49.359699,26.933399
HIW,Hiroshima,Japan,34.3669014,132.4140015
KYI,Yalata,Australia,-31.47060013,131.8249969
HZL,Hazleton,United States,40.98680115,-75.99490356
CBE,Cumberland,United States,39.61539841,-78.7609024
\N,Key West,United States,24.6487999,-81.57980347
WYN,Wyndham,Australia,-15.51140022,128.1529999
YBO,Bob Quinn Lake,Canada,56.96670151,-130.25
\N,Msembe,Tanzania,-7.684811,34.922282
KLF,Kaluga,Russia,54.54999924,36.3666687
LNR,Lone Rock,United States,43.21170044,-90.18160248
\N,Phillips,United States,45.70899963,-90.40249634
\N,Monroe,United States,42.61489868,-89.5904007
JOT,Joliet,United States,41.51779938,-88.17549896
VYS,Peru,United States,41.351898,-89.153099
JXN,Jackson,United States,42.25979996,-84.45939636
\N,Furstenwalde,Germany,52.3905983,14.09720039
\N,Eberswalde,Germany,52.82722092,13.69361115
\N,Connellsville,United States,39.95920181,-79.65709686
\N,Bedford,United States,40.08530045,-78.5121994
BBX,Philadelphia,United States,40.13750076,-75.26509857
OBE,Okeechobee,United States,27.26280022,-80.84980011
SEF,Sebring,United States,27.45639992,-81.3423996
AVO,Avon Park,United States,27.59119987,-81.52780151
GIF,Winter Haven,United States,28.062901,-81.753304
ZPH,Zephyrhills,United States,28.22820091,-82.15589905
OCF,Ocala,United States,29.17259979,-82.22419739
\N,Jesup,United States,31.55400085,-81.88249969
\N,Madison,United States,33.61209869,-83.46040344
\N,Newnan,United States,33.31159973,-84.76979828
\N,Thomson,United States,33.52970123,-82.51650238
AIK,Aiken,United States,33.649399,-81.684998
CDN,Camden,United States,34.28359985,-80.56490326
LBT,Lumberton,United States,34.60990143,-79.05940247
SOP,Pinehurst-Southern Pines,United States,35.23740005,-79.3911972
\N,Rockingham,United States,34.8913,-79.759598
\N,Baraboo,United States,43.52270126,-89.77020264
SVH,Statesville,United States,35.76530075,-80.9539032
\N,Burlington,United States,42.69070053,-88.30460358
LHV,Lock Haven,United States,41.13560104,-77.42230225
\N,Zelienople,United States,40.80160141,-80.16069794
\N,Lorain-Elyria,United States,41.34429932,-82.17759705
BKL,Cleveland,United States,41.51750183,-81.6832962
DKK,Dunkirk,United States,42.49330139,-79.27200317
LLY,Mount Holly,United States,39.94290161,-74.84570313
LDJ,Linden,United States,40.61740112,-74.24459839
ANQ,Angola,United States,41.639702,-85.083504
\N,Warsaw,United States,41.27470016,-85.84010315
\N,Van Wert,United States,40.86470032,-84.60939789
\N,Marshall,United States,42.25120163,-84.95549774
\N,Batavia,United States,43.03170013,-78.16760254
CLW,Clearwater,United States,27.97669983,-82.75869751
\N,Forties Alpha,United Kingdom,28.16699982,-81.80809784
CGX,Chicago,United States,41.85879898,-87.60790253
\N,Jasper,United States,34.45339966,-84.45739746
\N,Saarmund,Germany,52.30833435,13.10055637
CRE,North Myrtle Beach,United States,33.81169891,-78.72389984
\N,Lansing,United States,41.53490067,-87.52950287
\N,Ramona,United States,33.0392,-116.915001
\N,Pont Sur Yonne,France,48.289172,3.247912
\N,St Florentin Cheu,France,47.98019,3.775583
\N,Saulieu,France,47.239399,4.26583
\N,Olten,Switzerland,47.3443985,7.88944006
BXO,Buochs,Switzerland,46.974444,8.396944
\N,Quinto,Switzerland,46.512501,8.68978
\N,Lodrino,Switzerland,46.29589844,8.99213028
\N,Roudnice nad Lebem,Czech Republic,50.41059875,14.2261
\N,Usti Nad Labem,Czech Republic,50.699699,13.9697
\N,Mauterndorf,Austria,47.13249969,13.69690037
\N,Notsch Im Gailtal,Austria,46.58110046,13.62919998
\N,Karlsruhe,Germany,49.2472,8.8938
\N,Weinheim,Germany,49.56750107,8.610555649
\N,Meaux,France,48.92779922,2.835279942
\N,Chateau-Thierry,France,49.0672,3.35694
\N,Coldwater,United States,41.9333992,-85.05259705
WBW,Wilkes-Barre,United States,41.29719925,-75.85119629
LNN,Willoughby,United States,41.68399811,-81.38970184
\N,Taoyuan,Taiwan,25.05660057,121.2442627
UMD,Uummannaq,Greenland,70.68042793,-52.11163044
RLK,Bayannur,China,40.926,107.7428
FFT,Frankfort,United States,38.18249893,-84.90470123
LEW,Lewiston,United States,44.04850006,-70.28350067
\N,Inowroclaw,Poland,52.82939911,18.33060074
\N,Pruszcz Gdansk,Poland,54.248001,18.6716
\N,Tomah,United States,43.97499847,-90.48349762
MRK,Marco Island Airport,United States,25.995001,-81.672501
DRE,Drummond Island,United States,46.00930023,-83.74389648
GDW,Gladwin,United States,43.97060013,-84.47499847
\N,South Haven,United States,42.3512001,-86.25569916
MFI,Marshfield,United States,44.63690186,-90.18930054
ISW,Wisconsin Rapids,United States,44.36029816,-89.83899689
CWI,Clinton,United States,41.83110046,-90.32910156
BVY,Beverly,United States,42.58420181,-70.91649628
\N,Nagaur,India,27.20829964,73.71140289
OSF,Moscow,Russia,55.511667,37.507222
YRQ,Trois Rivieres,Canada,46.35279846,-72.67939758
POF,Poplar Bluff,United States,36.77389908,-90.32489777
\N,Somerville,United States,40.62599945,-74.67019653
\N,Eastport,United States,44.91009903,-67.01270294
EOK,Keokuk,United States,40.4598999,-91.42849731
PSL,Perth,United Kingdom,56.43920135,-3.372220039
\N,Caernarfon,United Kingdom,53.101819,-4.337614
\N,Grefrath,Germany,51.33388901,6.359444141
STP,St. Paul,United States,44.93450165,-93.05999756
SOO,Soderhamn,Sweden,61.26150131,17.09910011
\N,Newcastle,Ireland,53.07109833,-6.04527998
VNA,Saravane,Laos,15.70943921,106.4106989
\N,Segeletz,Germany,52.82666779,12.54194355
\N,Segovia,Spain,40.88861084,-4.237500191
\N,Akeno,Japan,34.53329849,136.6719971
\N,Ust Kamchatsk,Russia,56.23860168,162.6880035
\N,Oconomowoc,United States,43.13890076,-88.47229767
\N,Kozyrevsk,Russia,56.09000015,159.8766632
DKS,Dikson,Russia,73.51780701,80.37966919
\N,Mine Site,Australia,-30.18670082,139.5579987
BYT,Bantry,Ireland,51.66859818,-9.48416996
\N,Aliwal North,South Africa,-30.68000031,26.72999954
\N,Alkantpan,South Africa,-29.90640068,22.31669998
ADY,Alldays,South Africa,-22.67900085,29.05550003
\N,Barberton,South Africa,-34.665,20.0628
HAO,Hamilton,United States,39.36380005,-84.52200317
\N,Bungoma,Kenya,0.576207995,34.55345154
\N,Bura,Kenya,-1.100000024,39.95000076
\N,Busia,Kenya,0.457085013,34.13027954
\N,Embu,Kenya,-0.57327,37.49726
\N,Garba Tula,Kenya,0.533333,38.516667
GAS,Garissa,Kenya,-0.46350801,39.64830017
HOA,Hola,Kenya,-1.521999955,40.00400162
\N,Homa Bay,Kenya,-0.600000024,34.46699905
\N,Isiolo,Kenya,0.338170946,37.59169388
KEY,Kericho,Kenya,-0.3899,35.242093
ILU,Kilaguni,Kenya,-2.910609961,38.06520081
ATJ,Antsirabe,Madagascar,-19.83922148,47.06371307
OVA,Bekily,Madagascar,-24.23569475,45.30452728
UTS,Ust-Tsylma,Russia,65.43729401,52.20033646
RGK,Gorno-Altaysk,Russia,51.96670151,85.83329773
FLD,Fond du Lac,United States,43.77119827,-88.48840332
\N,Waupaca,United States,44.33330154,-89.01979828
STE,Stevens Point,United States,44.54520035,-89.53029633
\N,Mys Shmidta,Russia,68.86830139,-179.3730011
MQJ,Honuu,Russia,66.450861,143.261551
\N,Newberry,United States,46.31119919,-85.45729828
PEF,Peenemunde,Germany,54.15777969,13.77444363
\N,Goraszka,Poland,52.18444061,21.28111076
CJN,Nusawiru,Indonesia,-7.719895,108.488995
GQQ,Galion,United States,40.7533989,-82.72380066
TPN,Tiputini,Ecuador,-0.776111007,-75.52639771
PTZ,Pastaza,Ecuador,-1.505239964,-78.06269836
CKV,Clarksville,United States,36.62189865,-87.41500092
LPC,Lompoc,United States,34.66559982,-120.4680023
CTH,Coatesville,United States,39.97900009,-75.8655014
BST,Lashkar Gah,Afghanistan,31.55970001,64.36499786
LLK,Lankaran,Azerbaijan,38.74639893,48.81800079
GBB,Qabala,Azerbaijan,40.826667,47.7125
ZTU,Zaqatala,Azerbaijan,41.562222,46.667221
LKP,Lake Placid,United States,44.26449966,-73.9618988
KDY,Khandyga,Russia,62.78900146,136.8549957
GYG,Yakutsk,Russia,62.103484,129.545288
JIQ,Qianjiang,China,29.51333333,108.8311111
\N,Yuzhno-Kurilsk,Russia,-36.242155,149.130147
AOH,Lima,United States,40.706902,-84.026703
DSO,Hamhung,North Korea,39.745201,127.473999
SSI,Brunswick,United States,31.15180016,-81.39129639
BFP,Beaver Falls,United States,40.77249908,-80.3914032
GGE,Georgetown,United States,33.31169891,-79.31960297
HDI,Cleveland,United States,35.2201004,-84.83239746
RNT,Renton,United States,47.49309921,-122.2160034
POC,La Verne,United States,34.09159851,-117.7819977
CTY,Cross City,United States,29.63549995,-83.10479736
CEU,Clemson,United States,34.6719017,-82.8864975
BEC,Wichita,United States,37.69449997,-97.21499634
\N,Padang,Indonesia,-0.874989,100.351997
\N,Calhoun,United States,34.45539856,-84.93920135
\N,Cornelia,United States,34.49990082,-83.55670166
\N,Georgetown,United States,30.67880058,-97.67939758
\N,Rhinebeck,United States,41.9715004,-73.86289978
QFO,Duxford,United Kingdom,52.090801,0.131944
SNY,Sidney,United States,41.10129929,-102.9850006
\N,Bengassi,Mali,33.38090134,-84.8010025
GKL,Great Keppel Island,Australia,-23.18330002,150.9420013
RPB,Roper Bar,Australia,-14.734814,134.525485
\N,Mount Garnet,Australia,-17.70000076,145.1499939
IFL,Innisfail,Australia,-17.55940056,146.0119934
JRF,Kapolei,United States,21.3074,-158.070009
BIN,Bamyan,Afghanistan,34.81700134,67.81700134
NBS,Baishan,China,42.066944,127.602222
RGO,Chongjin,North Korea,41.428538,129.647555
MOO,Moomba,Australia,-28.09939957,140.1970062
LUZ,Lublin,Poland,51.240278,22.713611
ECA,East Tawas,United States,44.312801,-83.422302
\N,Huntsville,United States,34.8614006,-86.55750275
\N,Leesburg,United States,39.077999,-77.557503
\N,Anoka,United States,45.145,-93.211401
\N,San Juan Bautista,Chile,-33.66500092,-78.92970276
VAM,Maamigili,Maldives,3.470555556,72.83583333
LLF,Yongzhou,China,26.338661,111.610043
LSZ,Mali Losinj,Croatia,44.56579971,14.39309978
ONS,Onslow,Australia,-21.66830063,115.112999
TDR,Theodore,Australia,-24.99329948,150.0930023
\N,Williamson,United States,43.234699,-77.121
\N,Fairoaks,United Kingdom,51.34809875,-0.558888972
WBU,Boulder,United States,40.03939819,-105.2259979
\N,Neustadt-Glewe,Germany,53.35972214,11.61527824
\N,GOETSENHOVEN,Belgium,50.78170013,4.957779884
\N,Wildenrath,Germany,53.92194366,13.21888924
\N,Bremgarten,Germany,47.90277863,7.617777824
BBJ,Birburg,Germany,49.945278,6.565
PAO,Palo Alto,United States,37.46110153,-122.1149979
USR,Ust-Nera,Russia,64.55000305,143.1150055
\N,Vysoke Myto,Czech Republic,49.926899,16.185801
\N,Spa,Belgium,50.482498,5.9103
MSC,Mesa,United States,33.46080017,-111.7279968
\N,Cooldige,United States,32.93590164,-111.427002
\N,Cottonwood,United States,34.72999954,-112.0350037
\N,Namur,Belgium,50.487999,4.76892
\N,Hasselt,Belgium,50.970001,5.37507
\N,Phoenix,United States,32.990806,-111.918528
\N,Wickenburg,United States,33.96889877,-112.7990036
YTY,Yangzhou,China,32.5634,119.7198
PTK,Pontiac,United States,42.66550064,-83.42009735
KSI,Kissidougou,Guinea,9.160559654,-10.12440014
EEN,Keene,United States,42.89839935,-72.27079773
THQ,Tianshui,China,34.55939865,105.8600006
VRO,Kawama,Cuba,23.12400055,-81.3015976
GKK,Kooddoo,Maldives,0.7324,73.4336
\N,Glasgow,United States,48.42110062,-106.5279999
RCS,Rochester,United Kingdom,51.35189819,0.503332973
RHD,Rio Hondo,Argentina,-27.4966,-64.93595
KMP,Keetmanshoop,Namibia,-26.53980064,18.1114006
KGT,Kangding,China,30.1575,101.734722
VUS,Veliky Ustyug,Russia,60.78829956,46.25999832
IOW,Iowa City,United States,41.6391983,-91.54650116
TLQ,Turpan,China,43.0308,89.0987
\N,Morro de Sao Paulo,Brazil,-13.38944435,-38.90999985
\N,Windom,United States,43.91339874,-95.10939789
\N,Longview,United States,44.6617012,-119.6520004
\N,Rothera Research Station,United Kingdom,-67.5675,-68.12740278
\N,Sortavala,Russia,61.73609924,30.67359924
ANP,Annapolis,United States,38.942902,-76.568398
FXO,Cuamba,Mozambique,-14.815,36.529999
ODO,Bodaibo,Russia,57.86610031,114.2429962
ZTR,Zhytomyr,Ukraine,50.270556,28.738611
\N,Paluknys,Lithuania,54.48484802,24.98737335
HRI,Mattala,Sri Lanka,6.284467,81.124128
PEQ,Pecos,United States,31.38240051,-103.5110016
HBG,Hattiesburg,United States,31.26479912,-89.25279999
QCJ,Botucatu,Brazil,-22.939501,-48.467999
\N,Anapolis,Brazil,-16.2292,-48.964298
QSC,Sao Carlos,Brazil,-21.875401,-47.903703
YKN,Yankton,United States,42.91669846,-97.3859024
XSB,Sir Bani Yas Island,United Arab Emirates,24.283611,52.580278
ZBM,Bromont,Canada,45.29079819,-72.74140167
\N,Beccles,United Kingdom,52.43529892,1.618330002
KTI,Kratie,Cambodia,12.48799992,106.0550003
\N,Caldera,Chile,-27.0781002,-70.79530334
\N,San Pedro de Atacama,Chile,-22.92169952,-68.15840149
\N,Copacabana,Bolivia,-16.19109917,-69.09559631
GYU,Guyuan,China,36.07888889,106.2169444
\N,Brawdy,United Kingdom,51.88375,-5.119972
CNI,Changhai,China,39.26666667,122.6669444
KRH,Redhill,United Kingdom,51.21360016,-0.138611004
JGD,Jiagedaqi District,China,50.371389,124.1175
CCL,Chinchilla,Australia,-26.77499962,150.6170044
HWD,Hayward,United States,37.65919876,-122.1220016
MZP,Motueka,New Zealand,-41.12329865,172.9889984
JHQ,Shute Harbour,Australia,-20.277221,148.755556
\N,Enstone,United Kingdom,51.92816667,-1.4285
ARB,Ann Arbor,United States,42.22299957,-83.74559784
SHT,Shepparton,Australia,-36.42890167,145.3930054
TEM,Temora,Australia,-34.42139816,147.5119934
GAH,Gayndah,Australia,-25.61440086,151.6190033
WIO,Wilcannia,Australia,-31.52639961,143.375
\N,Ivanhoe,Australia,-32.88330078,144.3099976
\N,Menindee,Australia,-32.36669922,142.4049988
\N,Pooncarie,Australia,-33.36669922,142.5879974
\N,Tilpa,Australia,-30.93330002,144.4170074
\N,Reichenbach im Kandertal,Switzerland,46.61360168,7.677780151
BFJ,Bijie,China,27.267066,105.472097
ULK,Lensk,Russia,60.72060013,114.8259964
KVR,Kavalerovo,Russia,44.2726,135.029
IGD,Igdir,Turkey,39.97662735,43.87664795
GNY,Sanliurfa,Turkey,37.445663,38.895592
KZR,Kutahya,Turkey,39.113079,30.128111
VLU,Velikiye Luki,Russia,56.3810997,30.60810089
\N,Bangalore,India,13.13549995,77.60600281
\N,Novosibirsk,Russia,55.0923996,83.00450134
\N,Kodinsk,Russia,58.47940063,99.09390259
BEO,Lake Macquarie,Australia,-33.0667,151.647995
\N,Hampton,United States,33.389099,-84.332397
BMP,Brampton Island,Australia,-20.80330086,149.2700043
NGZ,Alameda,United States,37.78889847,-122.3199997
\N,Endelage,Denmark,55.7565,10.2485
\N,St. Johann in Tirol,Austria,47.5201,12.4497
\N,Thalmaessing,Germany,49.06416702,11.20916653
YCN,Cochrane,Canada,49.10559845,-81.01360321
BJP,Braganca Paulista,Brazil,-22.979162,-46.537508
BQB,Brusselton,Australia,-33.68842316,115.4015961
SEK,Srednekolymsk,Russia,67.4805,153.7364
\N,Salt Lake City,United States,-17.91360092,-64.51779938
IVR,Inverell,Australia,-29.88829994,151.1439972
GLI,Glen Innes,Australia,-29.67499924,151.6889954
\N,Ansbach,Germany,49.361111,10.669444
IMM,Immokalee ,United States,26.43320084,-81.40100098
TQQ,Sulawesi Tenggara,Indonesia,-5.764570236,123.9169998
\N,Cambria,United States,35.60770035,-121.1100006
YIC,Yichun,China,27.8025,114.3062
PTB,Petersburg,United States,37.18379974,-77.50740051
\N,Kasongo,Congo (Kinshasa),-4.532999992,26.61700058
\N,McMurdo Station,Antarctica,-77.96340179,166.5249939
\N,Klatovy,Czech Republic,49.41830063,13.32190037
SBM,Sheboygan,United States,43.76959991,-87.85140228
KFE,Cloudbreak,Australia,-22.290754,119.437143
\N,Kangel Danda,Nepal,27.41063331,86.646595
BJU,Bajura,Nepal,29.50200081,81.66899872
\N,Chara,Russia,56.91333389,118.2699966
\N,Herning,Denmark,56.18470001,9.044449806
\N,Schleissheim,Germany,48.239445,11.561389
MZJ,Marana,United States,32.51060104,-111.3280029
\N,Glendale,United States,33.52690125,-112.2949982
SAD,Safford,United States,32.85480118,-109.6350021
\N,Verden,Germany,52.965279,9.282778
SLJ,Solomon,Australia,-22.2554,117.7627
\N,Nittenau,Germany,49.22249985,12.2966671
KJP,Kerama,Japan,26.16830063,127.2929993
\N,Americana,Brazil,-22.75580025,-47.26940155
EKB,Ekibastuz,Kazakhstan,51.5909996,75.21499634
\N,Adamovka,Russia,51.5,59.936111
\N,Kvarkeno,Russia,52.078333,59.683333
SIK,Sikeston,United States,36.89889908,-89.5617981
TTI,Tetiaroa,French Polynesia,-17.01329994,-149.5870056
GFL,Queensbury,United States,43.34120178,-73.61029816
